Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Merchant_Category,Transaction_Amount,Account_Balance_Before,Account_Balance_After,Card_Present,Device_Type,Transaction_Country,Distance_From_Home_KM,Customer_Age,Customer_Gender,Customer_Tenure_Months,Previous_Fraud_Flags,Is_Fraud
TXN002454,CUST00748,2025-08-23 20:31:06,ATM Withdrawal,Fuel,111.55,50569.92,50458.37,Yes,POS Terminal,United States,6.7,42,Female,153,0,0
TXN002455,CUST00121,2025-08-23 21:59:09,POS Purchase,Online Services,44.78,4379.28,4334.5,No,Mobile App,United Kingdom,0.8,45,Female,140,0,0
TXN002456,CUST00576,2025-08-24 10:47:58,Bank Transfer,Fuel,983.82,5238.48,4254.66,N/A,Web Browser,Canada,16.5,77,Female,153,0,0
TXN002457,CUST00153,2025-08-24 15:39:01,POS Purchase,Home Improvement,50.71,1690.64,1639.93,No,Mobile App,United States,10.5,80,Male,174,0,0
TXN002458,CUST00235,2025-08-24 17:07:20,POS Purchase,Fashion & Apparel,258.95,12261.56,12002.61,Yes,Web Browser,Germany,43.1,73,Female,122,0,0
TXN002459,CUST00871,2025-08-24 17:45:51,Online Purchase,Fuel,340.05,1318.84,978.79,Yes,Web Browser,Germany,11.8,59,Male,88,0,0
TXN002460,CUST01069,2025-08-25 11:43:44,POS Purchase,Groceries,151.28,13617.72,13466.44,No,Web Browser,Pakistan,43.4,25,Male,74,0,0
TXN002461,CUST00667,2025-08-25 12:40:59,Bill Payment,Fuel,75.96,2510.01,2434.05,N/A,POS Terminal,United States,32.7,34,Male,22,0,0
TXN002462,CUST01596,2025-08-25 18:30:17,ATM Withdrawal,Healthcare,91.24,6724.51,6633.27,No,Web Browser,United States,14.9,24,Female,137,0,0
TXN002463,CUST00446,2025-08-25 19:30:45,Online Purchase,Utilities,275.35,882.76,607.41,Yes,Web Browser,United Kingdom,33.5,77,Male,15,0,0
TXN002464,CUST00224,2025-08-26 08:54:37,POS Purchase,Utilities,67.34,721.56,654.22,Yes,POS Terminal,Pakistan,2.9,50,Other,62,0,0
TXN002465,CUST00615,2025-08-26 09:43:51,ATM Withdrawal,Groceries,255.39,9153.97,8898.58,No,Mobile App,United Kingdom,25.4,81,Male,56,0,0
TXN002466,CUST00021,2025-08-26 19:22:30,ATM Withdrawal,Electronics,113.08,5480.23,5367.15,Yes,Mobile App,UAE,0.7,79,Female,149,0,0
TXN002467,CUST01540,2025-08-26 20:24:47,Online Purchase,Online Services,149.46,1439.82,1290.36,No,Web Browser,Australia,18.5,48,Male,106,0,0
TXN002468,CUST00369,2025-08-27 12:06:52,Online Purchase,Home Improvement,223.16,1654.64,1431.48,No,Mobile App,Australia,4.3,71,Female,43,0,0
TXN002469,CUST01392,2025-08-27 13:46:54,POS Purchase,Online Services,97.53,893.03,795.5,No,Mobile App,Germany,6.4,45,Male,14,0,0
TXN002470,CUST00215,2025-08-27 20:20:02,Bank Transfer,Utilities,57.14,9987.23,9930.09,N/A,POS Terminal,United States,14.1,38,Female,15,0,0
TXN002471,CUST00433,2025-08-28 10:14:01,Online Purchase,Fashion & Apparel,146.99,1689.63,1801.63,Yes,Web Browser,Canada,12.9,29,Female,129,0,0
TXN002472,CUST01589,2025-08-28 13:02:07,Bank Transfer,Groceries,60.47,2997.93,2937.46,N/A,POS Terminal,United States,13.0,84,Female,158,0,0
TXN002473,CUST00780,2025-08-28 18:21:56,POS Purchase,Online Services,76.51,2250.2,2173.69,Yes,POS Terminal,United Kingdom,13.9,41,Female,129,0,0
TXN002474,CUST00705,2025-08-28 19:10:48,Online Purchase,Groceries,256.7,5817.92,5561.22,Yes,Mobile App,Pakistan,1.4,30,Female,178,0,0
TXN002475,CUST00950,2025-08-28 22:50:21,Bill Payment,Jewelry & Luxury,108.81,808.54,699.73,N/A,POS Terminal,United Kingdom,22.8,69,Female,54,1,0
TXN002476,CUST00010,2025-08-28 23:17:10,Bank Transfer,Restaurants,1920.91,1823.55,-97.36,N/A,Web Browser,United States,112.1,38,Female,44,1,1
TXN002477,CUST00145,2025-08-29 11:13:14,Online Purchase,Home Improvement,806.76,2747.52,2921.52,No,ATM Machine,Canada,13.2,18,Female,133,0,0
TXN002478,CUST01338,2025-08-29 12:04:53,Bank Transfer,Fuel,510.66,284.09,-226.57,N/A,POS Terminal,United States,1.0,33,Female,21,0,0
TXN002479,CUST00698,2025-08-29 14:46:05,Bank Transfer,Utilities,44.57,2358.9,2314.33,N/A,ATM Machine,Pakistan,8.2,81,Male,98,0,0
TXN002480,CUST00719,2025-08-29 15:07:03,ATM Withdrawal,Fashion & Apparel,62.05,2625.56,2563.51,No,POS Terminal,United Kingdom,28.0,67,Male,145,0,0
TXN002481,CUST00476,2025-08-30 14:06:11,Online Purchase,Electronics,11.96,7418.33,7406.37,Yes,POS Terminal,United States,0.0,41,Female,71,0,0
TXN002482,CUST00752,2025-08-30 19:38:40,ATM Withdrawal,Electronics,191.85,4588.54,4396.69,Yes,Web Browser,Pakistan,33.9,75,Male,71,0,0
TXN002483,CUST00702,2025-08-31 18:07:19,POS Purchase,Restaurants,172.34,1219.57,1527.57,No,Web Browser,United Kingdom,16.9,60,Female,163,0,0
TXN002484,CUST00011,2025-09-01 11:20:51,Online Purchase,Fashion & Apparel,317.36,2140.16,1822.8,No,Mobile App,United Kingdom,276.8,48,Female,14,0,1
TXN002485,CUST00233,2025-09-01 16:36:41,Bank Transfer,Electronics,57.69,1456.08,1398.39,N/A,Mobile App,United States,9.8,85,Male,137,0,0
TXN002486,CUST01582,2025-09-01 20:30:36,Online Purchase,Fashion & Apparel,232.43,3455.29,3222.86,No,POS Terminal,United Kingdom,1.2,71,Female,22,0,0
TXN002487,CUST01598,2025-09-01 23:41:47,Online Purchase,Online Services,38.93,19181.54,19142.61,No,ATM Machine,Germany,3.4,61,Female,136,0,0
TXN002488,CUST01273,2025-09-02 07:39:50,Online Purchase,Entertainment,55.92,2802.8,2746.88,No,Web Browser,United States,3.8,36,Female,125,0,0
TXN002489,CUST01301,2025-09-02 19:35:16,POS Purchase,Groceries,57.8,4135.02,4077.22,No,Mobile App,Pakistan,4.9,40,Male,25,0,0
TXN002490,CUST01068,2025-09-03 11:29:16,Online Purchase,Groceries,72.39,8480.45,8979.45,No,POS Terminal,Canada,21.7,51,Female,5,0,0
TXN002491,CUST01403,2025-09-03 14:22:06,Online Purchase,Fuel,286.18,3012.62,3279.62,No,POS Terminal,Australia,16.5,84,Female,58,1,0
TXN002492,CUST00745,2025-09-03 16:23:38,Bill Payment,Restaurants,94.22,4928.99,4834.77,N/A,Mobile App,Germany,14.9,38,Female,15,0,0
TXN002493,CUST01294,2025-09-04 09:38:28,Wire Transfer,Travel,79.31,59869.63,59790.32,N/A,ATM Machine,Canada,33.8,72,Male,15,0,0
TXN002494,CUST00845,2025-09-04 18:00:19,Online Purchase,Restaurants,39.24,9553.22,9513.98,No,Mobile App,Germany,11.1,34,Female,24,1,0
TXN002495,CUST01291,2025-09-04 19:46:24,ATM Withdrawal,Restaurants,156.3,1216.67,1060.37,Yes,Web Browser,Germany,38.3,83,Female,132,0,0
TXN002496,CUST00048,2025-09-04 22:12:51,Online Purchase,Electronics,1688.22,4595.88,2907.66,Yes,ATM Machine,United States,325.7,20,Female,72,0,1
TXN002497,CUST01465,2025-09-05 05:08:27,ATM Withdrawal,Restaurants,571.42,2360.61,1789.19,No,Mobile App,Canada,0.0,52,Female,174,0,0
TXN002498,CUST00844,2025-09-05 14:06:22,Bill Payment,Travel,125.96,24535.35,24409.39,N/A,POS Terminal,Pakistan,6.3,50,Male,159,0,0
TXN002499,CUST00629,2025-09-05 17:04:04,Online Purchase,Utilities,25.15,1968.3,1943.15,Yes,POS Terminal,United Kingdom,8.1,71,Female,158,0,0
TXN002500,CUST00732,2025-09-05 17:12:19,Online Purchase,Healthcare,60.7,1672.51,1611.81,No,Mobile App,Pakistan,21.0,82,Female,160,0,0
TXN002501,CUST00097,2025-09-05 23:59:29,POS Purchase,Healthcare,299.92,13619.05,14074.05,Yes,Mobile App,Canada,3.6,36,Male,152,0,0
TXN002502,CUST01248,2025-09-06 02:18:48,Online Purchase,Home Improvement,381.51,1423.14,1041.63,Yes,POS Terminal,United Kingdom,16.1,27,Female,101,0,0
TXN002503,CUST01267,2025-09-06 11:43:45,Bank Transfer,Healthcare,137.02,2081.38,1944.36,N/A,Mobile App,United Kingdom,20.0,77,Male,23,0,0
TXN002504,CUST01599,2025-09-06 12:29:55,Bank Transfer,Fuel,382.0,1704.12,1322.12,N/A,ATM Machine,United Kingdom,0.7,50,Male,95,0,0
TXN002505,CUST01060,2025-09-06 13:24:08,Bank Transfer,Utilities,267.3,31899.38,31632.08,N/A,Web Browser,Germany,20.3,50,Male,85,0,0
TXN002506,CUST00778,2025-09-06 21:06:02,Bill Payment,Restaurants,107.13,484.55,377.42,N/A,Mobile App,United States,2.1,84,Other,54,0,0
TXN002507,CUST01268,2025-09-07 14:40:32,Wire Transfer,Groceries,126.68,4917.49,4790.81,N/A,Mobile App,United Kingdom,6.9,75,Male,50,0,0
TXN002508,CUST00637,2025-09-07 19:58:01,POS Purchase,Fashion & Apparel,122.01,677.06,555.05,Yes,POS Terminal,United States,3.0,47,Female,99,0,0
TXN002509,CUST00338,2025-09-08 10:41:49,Online Purchase,Groceries,117.74,2443.99,2845.99,Yes,Web Browser,United Kingdom,17.4,40,Male,120,0,0
TXN002510,CUST00801,2025-09-08 10:55:14,POS Purchase,Fuel,180.4,4014.39,4303.39,No,Mobile App,United States,18.3,44,Male,124,0,0
TXN002511,CUST00602,2025-09-08 18:38:56,Bank Transfer,Online Services,626.19,3045.91,2419.72,N/A,POS Terminal,Pakistan,,48,Male,141,0,0
TXN002512,CUST01372,2025-09-09 09:33:31,POS Purchase,Restaurants,154.82,2507.78,2352.96,Yes,Mobile App,United Kingdom,20.2,58,Female,139,0,0
TXN002513,CUST01692,2025-09-09 09:49:15,Online Purchase,Electronics,94.87,4683.23,4588.36,No,POS Terminal,United Kingdom,5.5,52,Male,95,0,0
TXN002514,CUST00928,2025-09-09 10:21:01,POS Purchase,Entertainment,60.12,4564.2,4818.2,No,POS Terminal,Germany,1.9,56,Female,136,0,0
TXN002515,CUST01100,2025-09-09 12:56:25,POS Purchase,Fuel,146.34,1916.63,1770.29,No,Mobile App,United States,4.9,32,Male,96,0,0
TXN002516,CUST01550,2025-09-09 16:01:40,Bill Payment,Fuel,153.44,682.02,528.58,N/A,Mobile App,Canada,2.7,45,Female,169,0,0
TXN002517,CUST01196,2025-09-09 17:16:05,ATM Withdrawal,Healthcare,339.85,3760.88,3421.03,No,POS Terminal,Canada,19.3,66,Male,133,0,0
TXN002518,CUST00040,2025-09-09 21:58:56,Online Purchase,Online Services,2866.22,4284.12,1417.9,No,Web Browser,United Kingdom,37.1,19,Male,3,0,1
TXN002519,CUST00125,2025-09-10 12:40:53,Bill Payment,Fuel,73.16,7062.58,6989.42,N/A,Mobile App,Pakistan,5.9,39,Male,59,0,0
TXN002520,CUST00302,2025-09-10 16:29:32,Wire Transfer,Groceries,18.23,2123.14,2104.91,N/A,POS Terminal,Pakistan,16.7,29,Male,36,0,0
TXN002521,CUST01427,2025-09-11 20:15:23,POS Purchase,Healthcare,417.18,2451.3,2034.12,Yes,Mobile App,United Kingdom,11.0,25,Male,141,0,0
TXN002522,CUST00435,2025-09-11 20:32:18,Online Purchase,Online Services,136.5,652.39,515.89,No,Mobile App,Germany,0.7,79,Female,104,0,0
TXN002523,CUST01169,2025-09-12 10:20:49,ATM Withdrawal,Travel,21.25,1887.08,1865.83,Yes,Mobile App,United States,86.9,71,Other,84,0,0
TXN002524,CUST01106,2025-09-12 15:39:37,POS Purchase,Restaurants,35.66,1788.91,1753.25,No,Web Browser,UAE,4.4,64,Female,173,0,0
TXN002525,CUST01387,2025-09-13 11:30:50,POS Purchase,Fuel,83.82,14104.95,14021.13,Yes,Web Browser,United Kingdom,18.4,60,Female,30,0,0
TXN002526,CUST00869,2025-09-13 14:34:58,Online Purchase,Fuel,237.23,4912.92,4675.69,No,POS Terminal,Pakistan,8.4,46,Other,5,0,0
TXN002527,CUST00642,2025-09-13 16:19:16,Online Purchase,Groceries,30.27,2214.63,2184.36,Yes,Web Browser,United Kingdom,12.1,46,Female,13,0,0
TXN002528,CUST00989,2025-09-14 06:35:28,ATM Withdrawal,Groceries,231.58,8855.18,8623.6,No,Mobile App,United Kingdom,3.9,76,Male,2,0,0
TXN002529,CUST00051,2025-09-14 19:38:15,ATM Withdrawal,Jewelry & Luxury,214.67,9704.13,9489.46,No,POS Terminal,United States,131.5,30,Other,27,0,1
TXN002530,CUST00660,2025-09-15 06:33:58,Bill Payment,Healthcare,226.48,3987.46,3760.98,N/A,Web Browser,Australia,40.6,62,Male,30,0,0
TXN002531,CUST00080,2025-09-15 16:50:57,Bill Payment,Travel,732.92,4727.63,3994.71,N/A,Web Browser,United States,2.2,21,Male,66,0,0
TXN002532,CUST00617,2025-09-16 08:14:26,Bill Payment,Fashion & Apparel,99.09,3433.04,3333.95,N/A,Web Browser,United Kingdom,3.2,48,Male,139,0,0
TXN002533,CUST00403,2025-09-16 09:39:09,Online Purchase,Home Improvement,51.6,7411.9,7360.3,Yes,ATM Machine,Germany,26.0,47,Female,78,0,0
TXN002534,CUST01422,2025-09-16 09:39:52,POS Purchase,Fashion & Apparel,52.98,2720.76,3192.76,No,Web Browser,United States,7.4,81,Female,6,0,0
TXN002535,CUST00444,2025-09-16 14:10:10,Online Purchase,Utilities,260.22,17632.34,17372.12,Yes,Mobile App,Germany,2.4,27,Male,93,0,0
TXN002536,CUST01718,2025-09-16 20:09:02,Online Purchase,Healthcare,424.87,7294.13,6869.26,Yes,ATM Machine,UAE,6.1,75,Male,172,0,0
TXN002537,CUST00584,2025-09-16 20:52:49,Online Purchase,Entertainment,114.43,5779.07,5664.64,Yes,Mobile App,Canada,0.1,52,Male,99,0,0
TXN002538,CUST00737,2025-09-18 12:41:50,POS Purchase,Restaurants,70.11,1106.31,1036.2,No,Mobile App,Pakistan,63.1,18,Female,26,0,0
TXN002539,CUST00945,2025-09-19 12:14:59,POS Purchase,Groceries,76.17,1535.44,1459.27,No,Web Browser,United States,13.2,39,Female,106,0,0
TXN002540,CUST00019,2025-09-19 14:27:29,Wire Transfer,Electronics,282.06,2915.88,2633.82,N/A,Web Browser,United Kingdom,3.8,60,Male,43,0,0
TXN002541,CUST00726,2025-09-19 16:08:21,POS Purchase,Healthcare,146.54,493.57,347.03,No,ATM Machine,Pakistan,11.8,71,Female,144,0,0
TXN002542,CUST01135,2025-09-19 17:25:19,Online Purchase,Online Services,151.55,2360.49,2208.94,Yes,Mobile App,Canada,24.8,74,Female,10,0,0
TXN002543,CUST00660,2025-09-19 17:46:07,ATM Withdrawal,Entertainment,44.93,1235.19,1190.26,No,Web Browser,United Kingdom,8.1,21,Female,15,0,0
TXN002544,CUST01287,2025-09-19 20:50:22,Wire Transfer,Groceries,110.61,854.74,744.13,N/A,POS Terminal,United Kingdom,11.5,63,Male,54,0,0
TXN002545,CUST00495,2025-09-20 06:25:08,POS Purchase,Groceries,132.7,10291.03,10158.33,Yes,POS Terminal,UAE,14.5,42,Other,176,0,0
TXN002546,CUST00767,2025-09-20 13:51:19,Wire Transfer,Electronics,82.25,4039.7,3957.45,N/A,Web Browser,United Kingdom,1.1,71,Female,96,0,0
TXN002547,CUST00965,2025-09-20 15:17:12,Online Purchase,Restaurants,312.5,1824.76,1512.26,No,Web Browser,United Kingdom,22.8,39,Other,88,0,0
TXN002548,CUST00202,2025-09-21 09:15:21,POS Purchase,Healthcare,162.15,7343.63,7181.48,No,POS Terminal,United Kingdom,5.2,65,Female,79,0,0
TXN002549,CUST01191,2025-09-21 10:50:31,POS Purchase,Online Services,62.57,1807.17,1744.6,No,Mobile App,India,2.1,64,Female,107,0,0
TXN002550,CUST00181,2025-09-21 18:47:14,Online Purchase,Restaurants,42.66,9994.47,10362.47,No,Web Browser,United States,8.6,71,Male,3,0,0
TXN002551,CUST00360,2025-09-22 09:43:53,Bill Payment,Fuel,72.02,5705.75,5633.73,N/A,Web Browser,United Kingdom,13.3,38,Female,97,0,0
TXN002552,CUST00009,2025-09-22 12:16:06,POS Purchase,Groceries,314.02,585.75,271.73,No,Web Browser,United States,9.9,68,Male,160,0,0
TXN002553,CUST00593,2025-09-22 13:04:11,Online Purchase,Electronics,131.05,11514.87,11707.87,Yes,Web Browser,Pakistan,12.3,61,Male,80,0,0
TXN002554,CUST00493,2025-09-22 13:43:38,POS Purchase,Fuel,153.67,2222.13,2068.46,Yes,POS Terminal,United States,0.1,33,Male,114,0,0
TXN002555,CUST01487,2025-09-22 16:15:04,Online Purchase,Home Improvement,201.08,1027.18,826.1,Yes,Mobile App,Germany,5.0,64,Male,33,0,0
TXN002556,CUST00416,2025-09-22 20:24:05,Wire Transfer,Online Services,1488.75,2523.07,1034.32,N/A,POS Terminal,United States,2.4,61,Female,133,0,0
TXN002557,CUST01555,2025-09-22 23:30:42,Online Purchase,Fashion & Apparel,37.83,2567.34,2529.51,No,Web Browser,Canada,9.9,66,Female,39,0,0
TXN002558,CUST00205,2025-09-23 09:26:45,POS Purchase,Home Improvement,104.9,9178.84,9073.94,Yes,ATM Machine,Germany,24.4,84,Male,149,0,0
TXN002559,CUST01143,2025-09-23 12:02:43,POS Purchase,Electronics,110.65,7043.57,6932.92,No,Mobile App,United States,10.3,34,Male,121,0,0
TXN002560,CUST00038,2025-09-23 19:20:33,Online Purchase,Electronics,644.87,1749.93,1105.06,No,Web Browser,United Kingdom,325.1,82,Female,29,1,1
TXN002561,CUST00347,2025-09-24 09:18:40,ATM Withdrawal,Fashion & Apparel,175.45,9271.78,9096.33,No,Web Browser,UAE,4.4,82,Female,5,0,0
TXN002562,CUST01347,2025-09-24 11:32:46,Online Purchase,Fashion & Apparel,58.9,1191.14,1132.24,Yes,Web Browser,Pakistan,38.5,26,Male,1,0,0
TXN002563,CUST00517,2025-09-24 14:50:52,Bank Transfer,Restaurants,207.61,11024.71,10817.1,N/A,POS Terminal,Pakistan,2.0,21,Female,162,0,0
TXN002564,CUST00967,2025-09-25 03:44:00,Online Purchase,Healthcare,280.53,2568.55,2288.02,Yes,Web Browser,United States,2.0,47,Female,136,0,0
TXN002565,CUST00762,2025-09-25 07:29:48,POS Purchase,Online Services,326.45,3759.54,3433.09,No,Web Browser,UAE,23.4,74,Other,64,0,0
TXN002566,CUST00304,2025-09-25 08:05:38,POS Purchase,Entertainment,31.06,5521.27,5655.27,No,POS Terminal,Pakistan,4.0,74,Female,127,0,0
TXN002567,CUST00206,2025-09-25 10:50:34,Online Purchase,Online Services,256.93,1914.7,1657.77,Yes,Web Browser,United Kingdom,6.2,40,Male,175,0,0
TXN002568,CUST01259,2025-09-25 13:28:27,Bill Payment,Electronics,329.19,14722.85,14393.66,N/A,Web Browser,United Kingdom,6.6,38,Male,115,0,0
TXN002569,CUST00207,2025-09-25 13:43:37,Bank Transfer,Home Improvement,131.66,1900.53,1768.87,N/A,Mobile App,Pakistan,28.9,81,Male,47,0,0
TXN002570,CUST00222,2025-09-25 17:59:37,ATM Withdrawal,Healthcare,41.29,1239.61,1198.32,Yes,Mobile App,Pakistan,13.6,21,Female,143,0,0
TXN002571,CUST00101,2025-09-25 23:44:42,POS Purchase,Fuel,55.07,1771.73,1716.66,No,Mobile App,United States,4.5,26,Male,177,0,0
TXN002572,CUST01019,2025-09-26 00:40:55,Online Purchase,Restaurants,577.91,2374.69,1796.78,No,Mobile App,United Kingdom,10.8,26,Female,123,0,0
TXN002573,CUST00003,2025-09-26 04:19:44,Online Purchase,Jewelry & Luxury,369.06,663.83,294.77,No,Web Browser,Germany,101.8,45,Female,79,3,1
TXN002574,CUST00177,2025-09-26 10:51:31,Wire Transfer,Online Services,104.82,40844.28,40739.46,N/A,Mobile App,Canada,4.5,31,Male,79,0,0
TXN002575,CUST01004,2025-09-26 11:05:20,Online Purchase,Healthcare,167.7,4291.28,4123.58,No,Web Browser,United States,13.1,29,Male,61,0,0
TXN002576,CUST00804,2025-09-26 12:09:54,ATM Withdrawal,Groceries,170.27,3887.46,3717.19,Yes,POS Terminal,Canada,1.2,69,Male,83,0,0
TXN002577,CUST00605,2025-09-26 15:32:27,Bank Transfer,Groceries,497.72,10213.36,9715.64,N/A,Web Browser,United States,0.5,52,Male,145,0,0
TXN002578,CUST00354,2025-09-26 17:29:27,Online Purchase,Travel,63.79,5401.95,5338.16,Yes,POS Terminal,United States,3.1,61,Male,33,0,0
TXN002579,CUST00871,2025-09-27 19:58:29,Online Purchase,Groceries,100.59,1134.55,1033.96,Yes,ATM Machine,Canada,33.3,23,Male,65,0,0
TXN002580,CUST01733,2025-09-28 14:06:53,ATM Withdrawal,Travel,184.48,1307.52,1123.04,Yes,ATM Machine,United States,9.8,47,Female,75,0,0
TXN002581,CUST00953,2025-09-28 18:16:27,Online Purchase,Entertainment,110.08,10244.29,10134.21,Yes,Mobile App,Canada,2.1,47,Female,180,0,0
TXN002582,CUST01057,2025-09-28 19:58:55,POS Purchase,Utilities,67.8,2091.47,2023.67,No,Web Browser,Canada,4.1,53,Male,108,0,0
TXN002583,CUST00931,2025-09-29 00:04:23,Online Purchase,Groceries,177.25,645.34,468.09,Yes,POS Terminal,Canada,0.8,52,Male,153,0,0
TXN002584,CUST00275,2025-09-29 02:01:59,ATM Withdrawal,Utilities,250.1,524.58,274.48,No,POS Terminal,Germany,2.0,21,Female,10,0,0
TXN002585,CUST00194,2025-09-29 06:07:06,Online Purchase,Healthcare,41.8,3356.71,3314.91,No,Web Browser,India,25.4,72,Female,141,0,0
TXN002586,CUST00089,2025-09-29 08:02:36,Online Purchase,Healthcare,51.27,8835.87,9168.87,No,POS Terminal,Pakistan,12.1,32,Male,34,0,0
TXN002587,CUST00140,2025-09-29 14:33:35,Bill Payment,Healthcare,53.61,1222.94,1169.33,N/A,Web Browser,United States,11.4,70,Female,14,0,0
TXN002588,CUST01447,2025-09-29 15:37:30,POS Purchase,Online Services,139.37,3715.92,3576.55,Yes,POS Terminal,United States,16.4,18,Female,65,0,0
TXN002589,CUST00910,2025-09-29 19:37:03,Online Purchase,Groceries,57.45,10807.04,10749.59,No,Mobile App,India,25.7,24,Female,52,0,0
TXN002590,CUST00513,2025-09-29 19:37:11,POS Purchase,Healthcare,275.44,8591.34,8315.9,No,Web Browser,Pakistan,1.6,57,Female,52,0,0
TXN002591,CUST01182,2025-09-30 12:31:25,POS Purchase,Fashion & Apparel,79.38,3185.58,3106.2,No,ATM Machine,United States,8.0,50,Male,135,0,0
TXN002592,CUST00485,2025-09-30 14:58:01,Bill Payment,Groceries,229.01,22987.07,22758.06,N/A,Web Browser,United Kingdom,42.4,21,Female,104,0,0
TXN002593,CUST01568,2025-09-30 21:08:55,Online Purchase,Fashion & Apparel,103.62,15905.89,15802.27,No,POS Terminal,United Kingdom,10.2,69,Female,70,0,0
TXN002594,CUST00508,2025-09-30 23:07:28,Online Purchase,Fashion & Apparel,34.77,2918.15,3298.15,No,Mobile App,India,4.9,62,Male,109,0,0
TXN002595,CUST00043,2025-10-01 12:25:08,Bank Transfer,Travel,580.36,2624.73,2044.37,N/A,Web Browser,United Kingdom,85.1,42,Female,23,0,1
TXN002596,CUST00816,2025-10-01 15:34:44,POS Purchase,Fashion & Apparel,20.22,8909.15,8888.93,Yes,ATM Machine,United States,12.4,73,Female,70,0,0
TXN002597,CUST00894,2025-10-02 08:00:58,POS Purchase,Restaurants,111.43,3540.39,3602.39,Yes,Web Browser,Pakistan,11.4,75,Female,101,0,0
TXN002598,CUST01127,2025-10-02 12:18:56,POS Purchase,Online Services,147.83,2764.1,2616.27,Yes,POS Terminal,Canada,37.5,42,Male,53,0,0
TXN002599,CUST00178,2025-10-02 16:28:29,Online Purchase,Utilities,43.31,7036.55,7472.55,Yes,Mobile App,United Kingdom,13.8,57,Male,135,0,0
TXN002600,CUST00021,2025-10-03 08:09:12,Online Purchase,Fuel,85.67,16676.29,16590.62,Yes,Mobile App,United Kingdom,6.0,20,Male,121,0,0
TXN002601,CUST00792,2025-10-03 11:42:02,ATM Withdrawal,Groceries,66.82,3467.22,3400.4,No,POS Terminal,Germany,1.5,53,Male,147,0,0
TXN002602,CUST00127,2025-10-03 18:19:19,POS Purchase,Jewelry & Luxury,79.64,2149.69,2625.69,Yes,Mobile App,United Kingdom,13.2,31,Female,4,0,0
TXN002603,CUST00863,2025-10-03 19:31:04,Bill Payment,Healthcare,56.65,953.55,896.9,N/A,POS Terminal,United States,31.2,85,Female,179,0,0
TXN002604,CUST00504,2025-10-04 08:36:53,Online Purchase,Travel,123.33,760.22,636.89,Yes,POS Terminal,United States,4.5,52,Male,47,0,0
TXN002605,CUST00569,2025-10-04 09:57:48,Online Purchase,Electronics,100.42,809.53,709.11,Yes,Web Browser,United Kingdom,0.6,43,Female,132,0,0
TXN002606,CUST00182,2025-10-04 11:03:40,POS Purchase,Groceries,290.57,1157.45,866.88,Yes,POS Terminal,Germany,2.9,38,Female,117,0,0
TXN002607,CUST01064,2025-10-04 13:15:25,POS Purchase,Online Services,1168.9,2713.52,1544.62,No,Web Browser,Germany,41.0,37,Female,78,0,0
TXN002608,CUST01564,2025-10-04 20:18:03,Online Purchase,Fashion & Apparel,119.66,6768.66,6649.0,Yes,Web Browser,Pakistan,18.3,50,Male,141,0,0
TXN002609,CUST00952,2025-10-04 23:34:55,Bank Transfer,Groceries,539.86,1187.43,647.57,N/A,ATM Machine,India,1.2,19,Other,51,0,0
TXN002610,CUST01542,2025-10-05 11:29:41,Bill Payment,Fuel,377.71,2718.21,2340.5,N/A,Web Browser,Germany,6.5,32,Female,27,0,0
TXN002611,CUST00430,2025-10-06 05:40:04,Online Purchase,Online Services,111.59,21062.91,20951.32,No,Web Browser,United Kingdom,20.0,73,Male,115,0,0
TXN002612,CUST01704,2025-10-06 14:15:07,Bank Transfer,Healthcare,70.25,8405.27,8335.02,N/A,Mobile App,UAE,6.7,34,Female,2,0,0
TXN002613,CUST00076,2025-10-06 14:36:00,Online Purchase,Groceries,371.59,2516.12,2144.53,No,Mobile App,Australia,22.1,85,Male,47,0,0
TXN002614,CUST00947,2025-10-07 08:35:39,Online Purchase,Utilities,154.91,5234.52,5079.61,Yes,Web Browser,United States,11.0,79,Male,25,0,0
TXN002615,CUST01290,2025-10-07 08:54:07,Bank Transfer,Entertainment,16.48,8856.91,8840.43,N/A,Web Browser,Pakistan,7.1,25,Male,62,0,0
TXN002616,CUST01448,2025-10-07 13:35:15,POS Purchase,Healthcare,90.83,6940.07,6849.24,Yes,POS Terminal,United Kingdom,8.5,25,Female,174,0,0
TXN002617,CUST01687,2025-10-07 18:34:09,Online Purchase,Entertainment,76.36,999.64,923.28,Yes,Web Browser,Germany,16.7,71,Male,21,0,0
TXN002618,CUST00097,2025-10-08 08:45:31,ATM Withdrawal,Utilities,839.52,7449.39,6609.87,Yes,Mobile App,Germany,0.9,71,Male,109,0,0
TXN002619,CUST00219,2025-10-08 09:42:56,Bill Payment,Fuel,226.42,7496.53,7270.11,N/A,Mobile App,Germany,25.4,70,Male,159,0,0
TXN002620,CUST01042,2025-10-08 10:15:00,POS Purchase,Fuel,63.16,1699.37,1636.21,Yes,Mobile App,United States,2.0,52,Female,35,0,0
TXN002621,CUST00799,2025-10-08 11:24:56,POS Purchase,Fuel,29.66,496.45,466.79,No,ATM Machine,UAE,24.9,34,Female,44,0,0
TXN002622,CUST00069,2025-10-08 14:42:45,Bank Transfer,Entertainment,72.87,2318.33,2245.46,N/A,Mobile App,United Kingdom,8.3,33,Male,147,0,0
